,source,target,total,count,source_num,target_num
3149,moreno raul,kyanpour mohammad,moreno raul kyanpour mohammad,1,2339,2980
3150,alkouh ahmad,temizel cenk,alkouh ahmad temizel cenk,1,34,124
3151,alkouh ahmad,moreno raul,alkouh ahmad moreno raul,1,34,2339
3152,alkouh ahmad,al-otaibi basel,alkouh ahmad al-otaibi basel,1,34,1191
3153,alkouh ahmad,kyanpour mohammad,alkouh ahmad kyanpour mohammad,1,34,2980
3154,al-otaibi basel,temizel cenk,al-otaibi basel temizel cenk,1,1191,124
3155,al-otaibi basel,moreno raul,al-otaibi basel moreno raul,1,1191,2339
3156,al-otaibi basel,alkouh ahmad,al-otaibi basel alkouh ahmad,1,1191,34
3157,al-otaibi basel,kyanpour mohammad,al-otaibi basel kyanpour mohammad,1,1191,2980
3158,kyanpour mohammad,temizel cenk,kyanpour mohammad temizel cenk,1,2980,124
3159,kyanpour mohammad,moreno raul,kyanpour mohammad moreno raul,1,2980,2339
3160,kyanpour mohammad,alkouh ahmad,kyanpour mohammad alkouh ahmad,1,2980,34
3161,kyanpour mohammad,al-otaibi basel,kyanpour mohammad al-otaibi basel,1,2980,1191
3162,ahmed ahmed abdulhamid,elkatatny salaheldin,ahmed ahmed abdulhamid elkatatny salaheldin,1,1133,2299
3163,ahmed ahmed abdulhamid,abdulraheem abdulazeez,ahmed ahmed abdulhamid abdulraheem abdulazeez,1,1133,3178
3164,ahmed ahmed abdulhamid,mahmoud mohamed,ahmed ahmed abdulhamid mahmoud mohamed,1,1133,1934
3165,elkatatny salaheldin,ahmed ahmed abdulhamid,elkatatny salaheldin ahmed ahmed abdulhamid,1,2299,1133
3167,elkatatny salaheldin,mahmoud mohamed,elkatatny salaheldin mahmoud mohamed,1,2299,1934
3168,abdulraheem abdulazeez,ahmed ahmed abdulhamid,abdulraheem abdulazeez ahmed ahmed abdulhamid,1,3178,1133
3170,abdulraheem abdulazeez,mahmoud mohamed,abdulraheem abdulazeez mahmoud mohamed,1,3178,1934
3171,mahmoud mohamed,ahmed ahmed abdulhamid,mahmoud mohamed ahmed ahmed abdulhamid,1,1934,1133
3172,mahmoud mohamed,elkatatny salaheldin,mahmoud mohamed elkatatny salaheldin,1,1934,2299
3173,mahmoud mohamed,abdulraheem abdulazeez,mahmoud mohamed abdulraheem abdulazeez,1,1934,3178
3143,temizel cenk,alkouh ahmad,temizel cenk alkouh ahmad,1,124,34
3140,shan feng,teng qi,shan feng teng qi,1,1025,3109
3101,wang lizhi,zhang yang,wang lizhi zhang yang,1,1454,3046
3139,shan feng,wang lipeng,shan feng wang lipeng,1,1025,1835
3102,wang lizhi,wang lipeng,wang lizhi wang lipeng,1,1454,1835
3103,wang lizhi,teng qi,wang lizhi teng qi,1,1454,3109
3105,wang lizhi,shan feng,wang lizhi shan feng,1,1454,1025
3106,wang lipeng,yang xiangtong,wang lipeng yang xiangtong,1,1835,2057
3107,wang lipeng,pan yuanwei,wang lipeng pan yuanwei,1,1835,2738
3108,wang lipeng,fan wentong,wang lipeng fan wentong,1,1835,2679
3109,wang lipeng,huang yongjie,wang lipeng huang yongjie,1,1835,2094
3110,wang lipeng,zhang yang,wang lipeng zhang yang,1,1835,3046
3111,wang lipeng,wang lizhi,wang lipeng wang lizhi,1,1835,1454
3112,wang lipeng,teng qi,wang lipeng teng qi,1,1835,3109
3113,wang lipeng,qiu kaibin,wang lipeng qiu kaibin,1,1835,2419
3114,wang lipeng,shan feng,wang lipeng shan feng,1,1835,1025
3116,teng qi,pan yuanwei,teng qi pan yuanwei,1,3109,2738
3118,teng qi,huang yongjie,teng qi huang yongjie,1,3109,2094
3120,teng qi,wang lizhi,teng qi wang lizhi,1,3109,1454
3121,teng qi,wang lipeng,teng qi wang lipeng,1,3109,1835
3122,teng qi,qiu kaibin,teng qi qiu kaibin,1,3109,2419
3123,teng qi,shan feng,teng qi shan feng,1,3109,1025
3130,qiu kaibin,wang lipeng,qiu kaibin wang lipeng,1,2419,1835
3131,qiu kaibin,teng qi,qiu kaibin teng qi,1,2419,3109
3132,qiu kaibin,shan feng,qiu kaibin shan feng,1,2419,1025
3133,shan feng,yang xiangtong,shan feng yang xiangtong,1,1025,2057
3134,shan feng,pan yuanwei,shan feng pan yuanwei,1,1025,2738
3135,shan feng,fan wentong,shan feng fan wentong,1,1025,2679
3136,shan feng,huang yongjie,shan feng huang yongjie,1,1025,2094
3137,shan feng,zhang yang,shan feng zhang yang,1,1025,3046
3138,shan feng,wang lizhi,shan feng wang lizhi,1,1025,1454
3008,al-rushoud abdulaziz,pandya mehul,al-rushoud abdulaziz pandya mehul,1,2137,1806
3006,al-rushoud abdulaziz,al-ajmi abdullah m.,al-rushoud abdulaziz al-ajmi abdullah m.,1,2137,1106
2873,nath fatick,hayatdavoudi asadollah,nath fatick hayatdavoudi asadollah,1,3067,2113
2920,safari reza,shahri mojtaba p.,safari reza shahri mojtaba p.,1,1960,2109
2905,ameri s.,elsaig m.,ameri s. elsaig m.,1,2317,1570
2906,ameri s.,black s.,ameri s. black s.,1,2317,18
2907,ameri s.,aminian k.,ameri s. aminian k.,1,2317,404
2908,niu geng,sun jianlei,niu geng sun jianlei,1,3232,2508
2909,niu geng,parsegov sergei,niu geng parsegov sergei,1,3232,2107
2910,niu geng,schechter david,niu geng schechter david,1,3232,951
2911,sun jianlei,niu geng,sun jianlei niu geng,1,2508,3232
2912,sun jianlei,parsegov sergei,sun jianlei parsegov sergei,1,2508,2107
2914,parsegov sergei,niu geng,parsegov sergei niu geng,1,2107,3232
2915,parsegov sergei,sun jianlei,parsegov sergei sun jianlei,1,2107,2508
2916,parsegov sergei,schechter david,parsegov sergei schechter david,1,2107,951
2917,schechter david,niu geng,schechter david niu geng,1,951,3232
2919,schechter david,parsegov sergei,schechter david parsegov sergei,1,951,2107
2923,shahri mojtaba p.,safari reza,shahri mojtaba p. safari reza,1,2109,1960
3005,al-rushoud abdulaziz,agawani waleed,al-rushoud abdulaziz agawani waleed,1,2137,3040
2925,shahri mojtaba p.,fragachan francisco,shahri mojtaba p. fragachan francisco,1,2109,2211
2930,fragachan francisco,shahri mojtaba p.,fragachan francisco shahri mojtaba p.,1,2211,2109
2932,khodabakhshnejad arman,aimene yamina,khodabakhshnejad arman aimene yamina,1,358,3008
2933,khodabakhshnejad arman,mistry nirav,khodabakhshnejad arman mistry nirav,1,358,1841
2934,khodabakhshnejad arman,bachir aissa,khodabakhshnejad arman bachir aissa,1,358,910
2935,khodabakhshnejad arman,ouenes ahmed,khodabakhshnejad arman ouenes ahmed,1,358,85
2936,aimene yamina,khodabakhshnejad arman,aimene yamina khodabakhshnejad arman,1,3008,358
2937,aimene yamina,mistry nirav,aimene yamina mistry nirav,1,3008,1841
2938,aimene yamina,bachir aissa,aimene yamina bachir aissa,1,3008,910
2939,aimene yamina,ouenes ahmed,aimene yamina ouenes ahmed,1,3008,85
2940,mistry nirav,khodabakhshnejad arman,mistry nirav khodabakhshnejad arman,1,1841,358
2941,mistry nirav,aimene yamina,mistry nirav aimene yamina,1,1841,3008
2942,mistry nirav,bachir aissa,mistry nirav bachir aissa,1,1841,910
2904,aminian k.,ameri s.,aminian k. ameri s.,1,404,2317
2903,aminian k.,black s.,aminian k. black s.,1,404,18
2902,aminian k.,elsaig m.,aminian k. elsaig m.,1,404,1570
2901,black s.,ameri s.,black s. ameri s.,1,18,2317
2874,salvati peter e,nath fatick,salvati peter e nath fatick,1,1997,3067
2875,salvati peter e,mokhtari mehdi,salvati peter e mokhtari mehdi,1,1997,1828
2876,salvati peter e,seibi abdennour,salvati peter e seibi abdennour,1,1997,1252
2877,salvati peter e,hayatdavoudi asadollah,salvati peter e hayatdavoudi asadollah,1,1997,2113
2878,mokhtari mehdi,nath fatick,mokhtari mehdi nath fatick,1,1828,3067
2879,mokhtari mehdi,salvati peter e,mokhtari mehdi salvati peter e,1,1828,1997
2880,mokhtari mehdi,seibi abdennour,mokhtari mehdi seibi abdennour,1,1828,1252
2881,mokhtari mehdi,hayatdavoudi asadollah,mokhtari mehdi hayatdavoudi asadollah,1,1828,2113
2882,seibi abdennour,nath fatick,seibi abdennour nath fatick,1,1252,3067
2883,seibi abdennour,salvati peter e,seibi abdennour salvati peter e,1,1252,1997
2884,seibi abdennour,mokhtari mehdi,seibi abdennour mokhtari mehdi,1,1252,1828
2885,seibi abdennour,hayatdavoudi asadollah,seibi abdennour hayatdavoudi asadollah,1,1252,2113
2886,hayatdavoudi asadollah,nath fatick,hayatdavoudi asadollah nath fatick,1,2113,3067
2887,hayatdavoudi asadollah,salvati peter e,hayatdavoudi asadollah salvati peter e,1,2113,1997
2888,hayatdavoudi asadollah,mokhtari mehdi,hayatdavoudi asadollah mokhtari mehdi,1,2113,1828
2889,hayatdavoudi asadollah,seibi abdennour,hayatdavoudi asadollah seibi abdennour,1,2113,1252
2890,huang hai,babadagli tayfun,huang hai babadagli tayfun,1,313,2069
2891,huang hai,li huazhou andy,huang hai li huazhou andy,1,313,1416
2892,babadagli tayfun,huang hai,babadagli tayfun huang hai,1,2069,313
2893,babadagli tayfun,li huazhou andy,babadagli tayfun li huazhou andy,1,2069,1416
2894,li huazhou andy,huang hai,li huazhou andy huang hai,1,1416,313
2895,li huazhou andy,babadagli tayfun,li huazhou andy babadagli tayfun,1,1416,2069
2896,elsaig m.,black s.,elsaig m. black s.,1,1570,18
2897,elsaig m.,aminian k.,elsaig m. aminian k.,1,1570,404
2898,elsaig m.,ameri s.,elsaig m. ameri s.,1,1570,2317
2899,black s.,elsaig m.,black s. elsaig m.,1,18,1570
2900,black s.,aminian k.,black s. aminian k.,1,18,404
2943,mistry nirav,ouenes ahmed,mistry nirav ouenes ahmed,1,1841,85
2944,bachir aissa,khodabakhshnejad arman,bachir aissa khodabakhshnejad arman,1,910,358
2945,bachir aissa,aimene yamina,bachir aissa aimene yamina,1,910,3008
2976,alam harry,sitinjak eri sarmantua,alam harry sitinjak eri sarmantua,1,47,839
2978,sitinjak eri sarmantua,nair sajan,sitinjak eri sarmantua nair sajan,1,839,1332
2979,sitinjak eri sarmantua,alam harry,sitinjak eri sarmantua alam harry,1,839,47
2980,sitinjak eri sarmantua,nugroho cahyo,sitinjak eri sarmantua nugroho cahyo,1,839,3237
2981,nugroho cahyo,nair sajan,nugroho cahyo nair sajan,1,3237,1332
2982,nugroho cahyo,alam harry,nugroho cahyo alam harry,1,3237,47
2983,nugroho cahyo,sitinjak eri sarmantua,nugroho cahyo sitinjak eri sarmantua,1,3237,839
2984,agawani waleed,al-ajmi abdullah m.,agawani waleed al-ajmi abdullah m.,1,3040,1106
2985,agawani waleed,fawaz wasim,agawani waleed fawaz wasim,1,3040,1975
2986,agawani waleed,al-rushoud abdulaziz,agawani waleed al-rushoud abdulaziz,1,3040,2137
2987,agawani waleed,pandya mehul,agawani waleed pandya mehul,1,3040,1806
2988,agawani waleed,al-haj hussain ali,agawani waleed al-haj hussain ali,1,3040,90
2989,agawani waleed,abdelhamid atef,agawani waleed abdelhamid atef,1,3040,2956
2990,agawani waleed,el-sherif mohammed,agawani waleed el-sherif mohammed,1,3040,588
2991,al-ajmi abdullah m.,agawani waleed,al-ajmi abdullah m. agawani waleed,1,1106,3040
2992,al-ajmi abdullah m.,fawaz wasim,al-ajmi abdullah m. fawaz wasim,1,1106,1975
2993,al-ajmi abdullah m.,al-rushoud abdulaziz,al-ajmi abdullah m. al-rushoud abdulaziz,1,1106,2137
2994,al-ajmi abdullah m.,pandya mehul,al-ajmi abdullah m. pandya mehul,1,1106,1806
2995,al-ajmi abdullah m.,al-haj hussain ali,al-ajmi abdullah m. al-haj hussain ali,1,1106,90
2996,al-ajmi abdullah m.,abdelhamid atef,al-ajmi abdullah m. abdelhamid atef,1,1106,2956
2997,al-ajmi abdullah m.,el-sherif mohammed,al-ajmi abdullah m. el-sherif mohammed,1,1106,588
2998,fawaz wasim,agawani waleed,fawaz wasim agawani waleed,1,1975,3040
2999,fawaz wasim,al-ajmi abdullah m.,fawaz wasim al-ajmi abdullah m.,1,1975,1106
3000,fawaz wasim,al-rushoud abdulaziz,fawaz wasim al-rushoud abdulaziz,1,1975,2137
3001,fawaz wasim,pandya mehul,fawaz wasim pandya mehul,1,1975,1806
3002,fawaz wasim,al-haj hussain ali,fawaz wasim al-haj hussain ali,1,1975,90
3003,fawaz wasim,abdelhamid atef,fawaz wasim abdelhamid atef,1,1975,2956
3004,fawaz wasim,el-sherif mohammed,fawaz wasim el-sherif mohammed,1,1975,588
2977,alam harry,nugroho cahyo,alam harry nugroho cahyo,1,47,3237
2975,alam harry,nair sajan,alam harry nair sajan,1,47,1332
2946,bachir aissa,mistry nirav,bachir aissa mistry nirav,1,910,1841
2974,nair sajan,nugroho cahyo,nair sajan nugroho cahyo,1,1332,3237
2947,bachir aissa,ouenes ahmed,bachir aissa ouenes ahmed,1,910,85
2948,ouenes ahmed,khodabakhshnejad arman,ouenes ahmed khodabakhshnejad arman,1,85,358
2949,ouenes ahmed,aimene yamina,ouenes ahmed aimene yamina,1,85,3008
2950,ouenes ahmed,mistry nirav,ouenes ahmed mistry nirav,1,85,1841
2951,ouenes ahmed,bachir aissa,ouenes ahmed bachir aissa,1,85,910
2952,passalacqua herminio,volcan jose luis ortiz,passalacqua herminio volcan jose luis ortiz,1,3061,1705
2953,passalacqua herminio,al einawi mohamad hasan,passalacqua herminio al einawi mohamad hasan,1,3061,3042
2954,passalacqua herminio,kadnaji jamaneh mostafa,passalacqua herminio kadnaji jamaneh mostafa,1,3061,2408
2955,passalacqua herminio,karam fatemah,passalacqua herminio karam fatemah,1,3061,2013
2956,volcan jose luis ortiz,passalacqua herminio,volcan jose luis ortiz passalacqua herminio,1,1705,3061
2957,volcan jose luis ortiz,al einawi mohamad hasan,volcan jose luis ortiz al einawi mohamad hasan,1,1705,3042
2958,volcan jose luis ortiz,kadnaji jamaneh mostafa,volcan jose luis ortiz kadnaji jamaneh mostafa,1,1705,2408
2959,volcan jose luis ortiz,karam fatemah,volcan jose luis ortiz karam fatemah,1,1705,2013
2960,al einawi mohamad hasan,passalacqua herminio,al einawi mohamad hasan passalacqua herminio,1,3042,3061
2961,al einawi mohamad hasan,volcan jose luis ortiz,al einawi mohamad hasan volcan jose luis ortiz,1,3042,1705
2962,al einawi mohamad hasan,kadnaji jamaneh mostafa,al einawi mohamad hasan kadnaji jamaneh mostafa,1,3042,2408
2963,al einawi mohamad hasan,karam fatemah,al einawi mohamad hasan karam fatemah,1,3042,2013
2964,kadnaji jamaneh mostafa,passalacqua herminio,kadnaji jamaneh mostafa passalacqua herminio,1,2408,3061
2965,kadnaji jamaneh mostafa,volcan jose luis ortiz,kadnaji jamaneh mostafa volcan jose luis ortiz,1,2408,1705
2966,kadnaji jamaneh mostafa,al einawi mohamad hasan,kadnaji jamaneh mostafa al einawi mohamad hasan,1,2408,3042
2967,kadnaji jamaneh mostafa,karam fatemah,kadnaji jamaneh mostafa karam fatemah,1,2408,2013
2968,karam fatemah,passalacqua herminio,karam fatemah passalacqua herminio,1,2013,3061
2969,karam fatemah,volcan jose luis ortiz,karam fatemah volcan jose luis ortiz,1,2013,1705
2970,karam fatemah,al einawi mohamad hasan,karam fatemah al einawi mohamad hasan,1,2013,3042
2971,karam fatemah,kadnaji jamaneh mostafa,karam fatemah kadnaji jamaneh mostafa,1,2013,2408
2972,nair sajan,alam harry,nair sajan alam harry,1,1332,47
2973,nair sajan,sitinjak eri sarmantua,nair sajan sitinjak eri sarmantua,1,1332,839
2609,rojas f.,villar v.,rojas f. villar v.,1,655,2652
2607,rojas f.,cortes i.,rojas f. cortes i.,1,655,407
10155,ghassemi ahmad,zhou xuejun,ghassemi ahmad zhou xuejun,1,3126,2070
2247,wu ruiting,li yan,wu ruiting li yan,1,3029,2959
2234,tan yunhui,rijken peggy,tan yunhui rijken peggy,1,2560,273
2235,tan yunhui,zaki karim,tan yunhui zaki karim,1,2560,1852
2236,tan yunhui,karazincir oya,tan yunhui karazincir oya,1,2560,1254
2237,tan yunhui,williams wade,tan yunhui williams wade,1,2560,1075
2238,tan yunhui,wang bin,tan yunhui wang bin,1,2560,1994
2239,li yan,tan yunhui,li yan tan yunhui,1,2959,2560
2240,li yan,wu ruiting,li yan wu ruiting,1,2959,3029
2241,li yan,rijken peggy,li yan rijken peggy,1,2959,273
2242,li yan,zaki karim,li yan zaki karim,1,2959,1852
2243,li yan,karazincir oya,li yan karazincir oya,1,2959,1254
2244,li yan,williams wade,li yan williams wade,1,2959,1075
2245,li yan,wang bin,li yan wang bin,1,2959,1994
2246,wu ruiting,tan yunhui,wu ruiting tan yunhui,1,3029,2560
2248,wu ruiting,rijken peggy,wu ruiting rijken peggy,1,3029,273
2201,lindsay garrett,ejofodomi efe,lindsay garrett ejofodomi efe,1,948,1886
2249,wu ruiting,zaki karim,wu ruiting zaki karim,1,3029,1852
2250,wu ruiting,karazincir oya,wu ruiting karazincir oya,1,3029,1254
2251,wu ruiting,williams wade,wu ruiting williams wade,1,3029,1075
2252,wu ruiting,wang bin,wu ruiting wang bin,1,3029,1994
2253,rijken peggy,tan yunhui,rijken peggy tan yunhui,1,273,2560
2254,rijken peggy,li yan,rijken peggy li yan,1,273,2959
2255,rijken peggy,wu ruiting,rijken peggy wu ruiting,1,273,3029
2256,rijken peggy,zaki karim,rijken peggy zaki karim,1,273,1852
2257,rijken peggy,karazincir oya,rijken peggy karazincir oya,1,273,1254
2258,rijken peggy,williams wade,rijken peggy williams wade,1,273,1075
2259,rijken peggy,wang bin,rijken peggy wang bin,1,273,1994
2260,zaki karim,tan yunhui,zaki karim tan yunhui,1,1852,2560
2261,zaki karim,li yan,zaki karim li yan,1,1852,2959
2233,tan yunhui,wu ruiting,tan yunhui wu ruiting,1,2560,3029
2232,tan yunhui,li yan,tan yunhui li yan,1,2560,2959
2231,kuru ergun,arnipally sumanth kumar,kuru ergun arnipally sumanth kumar,1,349,2344
2230,arnipally sumanth kumar,kuru ergun,arnipally sumanth kumar kuru ergun,1,2344,349
2203,lindsay garrett,shan dan,lindsay garrett shan dan,1,948,2170
2204,baihly jason,xu tao,baihly jason xu tao,1,1959,1399
2205,baihly jason,lindsay garrett,baihly jason lindsay garrett,1,1959,948
2206,baihly jason,ejofodomi efe,baihly jason ejofodomi efe,1,1959,1886
2207,baihly jason,malpani raj,baihly jason malpani raj,1,1959,1698
2208,baihly jason,shan dan,baihly jason shan dan,1,1959,2170
2209,ejofodomi efe,xu tao,ejofodomi efe xu tao,1,1886,1399
2210,ejofodomi efe,lindsay garrett,ejofodomi efe lindsay garrett,1,1886,948
2211,ejofodomi efe,baihly jason,ejofodomi efe baihly jason,1,1886,1959
2212,ejofodomi efe,malpani raj,ejofodomi efe malpani raj,1,1886,1698
2213,ejofodomi efe,shan dan,ejofodomi efe shan dan,1,1886,2170
2214,malpani raj,xu tao,malpani raj xu tao,1,1698,1399
2215,malpani raj,lindsay garrett,malpani raj lindsay garrett,1,1698,948
2216,malpani raj,baihly jason,malpani raj baihly jason,1,1698,1959
2217,malpani raj,ejofodomi efe,malpani raj ejofodomi efe,1,1698,1886
2218,malpani raj,shan dan,malpani raj shan dan,1,1698,2170
2219,shan dan,xu tao,shan dan xu tao,1,2170,1399
2220,shan dan,lindsay garrett,shan dan lindsay garrett,1,2170,948
2221,shan dan,baihly jason,shan dan baihly jason,1,2170,1959
2222,shan dan,ejofodomi efe,shan dan ejofodomi efe,1,2170,1886
2223,shan dan,malpani raj,shan dan malpani raj,1,2170,1698
2224,samnejad m.,aminzadeh f.,samnejad m. aminzadeh f.,1,201,223
2225,samnejad m.,jha b.,samnejad m. jha b.,1,201,3014
2226,aminzadeh f.,samnejad m.,aminzadeh f. samnejad m.,1,223,201
2227,aminzadeh f.,jha b.,aminzadeh f. jha b.,1,223,3014
2228,jha b.,samnejad m.,jha b. samnejad m.,1,3014,201
2229,jha b.,aminzadeh f.,jha b. aminzadeh f.,1,3014,223
2262,zaki karim,wu ruiting,zaki karim wu ruiting,1,1852,3029
2263,zaki karim,rijken peggy,zaki karim rijken peggy,1,1852,273
2264,zaki karim,karazincir oya,zaki karim karazincir oya,1,1852,1254
2307,jadhav prakash,addagalla ajay,jadhav prakash addagalla ajay,1,569,2661
2309,jadhav prakash,kosandar balraj,jadhav prakash kosandar balraj,1,569,3200
2310,everhard ian l.,maley iain,everhard ian l. maley iain,1,1998,787
2311,everhard ian l.,jadhav prakash,everhard ian l. jadhav prakash,1,1998,569
2312,everhard ian l.,addagalla ajay,everhard ian l. addagalla ajay,1,1998,2661
2313,everhard ian l.,hassan mohammad omran,everhard ian l. hassan mohammad omran,1,1998,2199
2314,everhard ian l.,kosandar balraj,everhard ian l. kosandar balraj,1,1998,3200
2315,addagalla ajay,maley iain,addagalla ajay maley iain,1,2661,787
2316,addagalla ajay,jadhav prakash,addagalla ajay jadhav prakash,1,2661,569
2317,addagalla ajay,everhard ian l.,addagalla ajay everhard ian l.,1,2661,1998
2318,addagalla ajay,hassan mohammad omran,addagalla ajay hassan mohammad omran,1,2661,2199
2319,addagalla ajay,kosandar balraj,addagalla ajay kosandar balraj,1,2661,3200
2320,hassan mohammad omran,maley iain,hassan mohammad omran maley iain,1,2199,787
2321,hassan mohammad omran,jadhav prakash,hassan mohammad omran jadhav prakash,1,2199,569
2322,hassan mohammad omran,everhard ian l.,hassan mohammad omran everhard ian l.,1,2199,1998
2323,hassan mohammad omran,addagalla ajay,hassan mohammad omran addagalla ajay,1,2199,2661
2324,hassan mohammad omran,kosandar balraj,hassan mohammad omran kosandar balraj,1,2199,3200
2325,kosandar balraj,maley iain,kosandar balraj maley iain,1,3200,787
2326,kosandar balraj,jadhav prakash,kosandar balraj jadhav prakash,1,3200,569
2327,kosandar balraj,everhard ian l.,kosandar balraj everhard ian l.,1,3200,1998
2328,kosandar balraj,addagalla ajay,kosandar balraj addagalla ajay,1,3200,2661
2329,kosandar balraj,hassan mohammad omran,kosandar balraj hassan mohammad omran,1,3200,2199
2330,anthony e.,elaila s.,anthony e. elaila s.,1,1881,1813
2331,anthony e.,al-maqsseed n.,anthony e. al-maqsseed n.,1,1881,3155
2332,anthony e.,areekat m.,anthony e. areekat m.,1,1881,2911
2333,elaila s.,anthony e.,elaila s. anthony e.,1,1813,1881
2334,elaila s.,al-maqsseed n.,elaila s. al-maqsseed n.,1,1813,3155
2335,elaila s.,areekat m.,elaila s. areekat m.,1,1813,2911
2308,jadhav prakash,hassan mohammad omran,jadhav prakash hassan mohammad omran,1,569,2199
2306,jadhav prakash,everhard ian l.,jadhav prakash everhard ian l.,1,569,1998
2265,zaki karim,williams wade,zaki karim williams wade,1,1852,1075
2305,jadhav prakash,maley iain,jadhav prakash maley iain,1,569,787
2266,zaki karim,wang bin,zaki karim wang bin,1,1852,1994
2267,karazincir oya,tan yunhui,karazincir oya tan yunhui,1,1254,2560
2268,karazincir oya,li yan,karazincir oya li yan,1,1254,2959
2269,karazincir oya,wu ruiting,karazincir oya wu ruiting,1,1254,3029
2270,karazincir oya,rijken peggy,karazincir oya rijken peggy,1,1254,273
2271,karazincir oya,zaki karim,karazincir oya zaki karim,1,1254,1852
2272,karazincir oya,williams wade,karazincir oya williams wade,1,1254,1075
2273,karazincir oya,wang bin,karazincir oya wang bin,1,1254,1994
2274,williams wade,tan yunhui,williams wade tan yunhui,1,1075,2560
2275,williams wade,li yan,williams wade li yan,1,1075,2959
2276,williams wade,wu ruiting,williams wade wu ruiting,1,1075,3029
2277,williams wade,rijken peggy,williams wade rijken peggy,1,1075,273
2278,williams wade,zaki karim,williams wade zaki karim,1,1075,1852
2279,williams wade,karazincir oya,williams wade karazincir oya,1,1075,1254
2280,williams wade,wang bin,williams wade wang bin,1,1075,1994
2281,wang bin,tan yunhui,wang bin tan yunhui,1,1994,2560
2282,wang bin,li yan,wang bin li yan,1,1994,2959
2283,wang bin,wu ruiting,wang bin wu ruiting,1,1994,3029
2284,wang bin,rijken peggy,wang bin rijken peggy,1,1994,273
2285,wang bin,zaki karim,wang bin zaki karim,1,1994,1852
2286,wang bin,karazincir oya,wang bin karazincir oya,1,1994,1254
2287,wang bin,williams wade,wang bin williams wade,1,1994,1075
2300,maley iain,jadhav prakash,maley iain jadhav prakash,1,787,569
2301,maley iain,everhard ian l.,maley iain everhard ian l.,1,787,1998
2302,maley iain,addagalla ajay,maley iain addagalla ajay,1,787,2661
2303,maley iain,hassan mohammad omran,maley iain hassan mohammad omran,1,787,2199
2304,maley iain,kosandar balraj,maley iain kosandar balraj,1,787,3200
2202,lindsay garrett,malpani raj,lindsay garrett malpani raj,1,948,1698
2200,lindsay garrett,baihly jason,lindsay garrett baihly jason,1,948,1959
2337,al-maqsseed n.,elaila s.,al-maqsseed n. elaila s.,1,3155,1813
2118,yin guoqing,yuan fang,yin guoqing yuan fang,1,744,2829
2105,zhang hui,jiang tongwen,zhang hui jiang tongwen,1,1461,17
2106,zhang hui,wang haiying,zhang hui wang haiying,1,1461,2195
2107,zhang hui,yin guoqing,zhang hui yin guoqing,1,1461,744
2108,zhang hui,yuan fang,zhang hui yuan fang,1,1461,2829
2109,zhang hui,wang zhimin,zhang hui wang zhimin,1,1461,2023
2110,wang haiying,jiang tongwen,wang haiying jiang tongwen,1,2195,17
2111,wang haiying,zhang hui,wang haiying zhang hui,1,2195,1461
2112,wang haiying,yin guoqing,wang haiying yin guoqing,1,2195,744
2113,wang haiying,yuan fang,wang haiying yuan fang,1,2195,2829
2114,wang haiying,wang zhimin,wang haiying wang zhimin,1,2195,2023
2115,yin guoqing,jiang tongwen,yin guoqing jiang tongwen,1,744,17
2116,yin guoqing,zhang hui,yin guoqing zhang hui,1,744,1461
2117,yin guoqing,wang haiying,yin guoqing wang haiying,1,744,2195
2119,yin guoqing,wang zhimin,yin guoqing wang zhimin,1,744,2023
2199,lindsay garrett,xu tao,lindsay garrett xu tao,1,948,1399
2120,yuan fang,jiang tongwen,yuan fang jiang tongwen,1,2829,17
2121,yuan fang,zhang hui,yuan fang zhang hui,1,2829,1461
2122,yuan fang,wang haiying,yuan fang wang haiying,1,2829,2195
2123,yuan fang,yin guoqing,yuan fang yin guoqing,1,2829,744
2124,yuan fang,wang zhimin,yuan fang wang zhimin,1,2829,2023
2125,wang zhimin,jiang tongwen,wang zhimin jiang tongwen,1,2023,17
2126,wang zhimin,zhang hui,wang zhimin zhang hui,1,2023,1461
2127,wang zhimin,wang haiying,wang zhimin wang haiying,1,2023,2195
2128,wang zhimin,yin guoqing,wang zhimin yin guoqing,1,2023,744
2129,wang zhimin,yuan fang,wang zhimin yuan fang,1,2023,2829
2130,mahrous mohamed,sultan abdullah,mahrous mohamed sultan abdullah,1,897,667
2131,mahrous mohamed,sonnenthal eric,mahrous mohamed sonnenthal eric,1,897,295
2132,sultan abdullah,mahrous mohamed,sultan abdullah mahrous mohamed,1,667,897
2104,jiang tongwen,wang zhimin,jiang tongwen wang zhimin,1,17,2023
2103,jiang tongwen,yuan fang,jiang tongwen yuan fang,1,17,2829
2102,jiang tongwen,yin guoqing,jiang tongwen yin guoqing,1,17,744
2101,jiang tongwen,wang haiying,jiang tongwen wang haiying,1,17,2195
2068,conort g.,wilson n.,conort g. wilson n.,1,1938,1963
2069,conort g.,neaton r.,conort g. neaton r.,1,1938,3012
2070,conort g.,mikovich m.,conort g. mikovich m.,1,1938,1333
2071,conort g.,han y.,conort g. han y.,1,1938,2939
2072,wang haotian,gala deepen p.,wang haotian gala deepen p.,1,1371,2049
2074,gala deepen p.,wang haotian,gala deepen p. wang haotian,1,2049,1371
2078,hlidek barry t.,lee charlie,hlidek barry t. lee charlie,1,2949,2301
2079,lee charlie,hlidek barry t.,lee charlie hlidek barry t.,1,2301,2949
2081,sinha saurabh,devegowda deepak,sinha saurabh devegowda deepak,1,1856,1494
